aevo_bid,aevo_ask,hl_bid,hl_ask
0.4299,0.431,0.4313,0.43204
0.4299,0.431,0.4313,0.43201
0.4299,0.431,0.4309,0.43201
0.4298,0.4315,0.4309,0.43201
0.4292,0.4308,0.4309,0.43201
0.4295,0.4308,0.4309,0.43201
0.4297,0.4308,0.4309,0.43201
0.4297,0.4309,0.4309,0.43201
0.4297,0.4309,0.4306,0.43117
0.4297,0.4308,0.4306,0.43117
0.4297,0.4309,0.4306,0.43117
0.4298,0.4309,0.4306,0.43117
0.4298,0.4309,0.43116,0.43117
0.4298,0.4309,0.43116,0.43117
0.4298,0.4309,0.43116,0.43118
0.4295,0.431,0.43116,0.43118
0.4299,0.431,0.43116,0.43118
0.4299,0.431,0.43116,0.43118
0.4299,0.431,0.43116,0.43118
0.4299,0.431,0.43116,0.43126
0.4299,0.431,0.43116,0.43126
0.4299,0.431,0.43116,0.43135
0.4299,0.431,0.43116,0.43135
0.4298,0.431,0.43116,0.43135
0.4298,0.431,0.4307,0.43126
0.4298,0.4312,0.4307,0.43126
0.4298,0.4309,0.4307,0.43126
0.429,0.4318,0.4307,0.43126
0.4296,0.4318,0.4307,0.43126
0.4296,0.4311,0.4307,0.43126
0.4296,0.4307,0.4307,0.43126
0.4296,0.4307,0.43116,0.43117
0.4296,0.4307,0.43106,0.43107
0.4296,0.4306,0.43106,0.43107
0.4296,0.4308,0.43106,0.43107
0.4296,0.4307,0.43106,0.43107
0.4296,0.4307,0.43096,0.43107
0.4296,0.4309,0.43096,0.43107
0.4296,0.4307,0.43096,0.43107
0.4296,0.4309,0.43096,0.43107
0.4296,0.4306,0.43096,0.43107
0.4293,0.4306,0.43096,0.43107
0.4295,0.4306,0.43096,0.43107
0.4295,0.4306,0.43096,0.43107
0.4295,0.4306,0.43096,0.43098
0.4295,0.4306,0.43097,0.43098
0.4295,0.4306,0.43068,0.43098
0.4292,0.4306,0.43068,0.43098
0.4294,0.4306,0.43068,0.43098
0.4294,0.4305,0.43068,0.43098
0.4291,0.4306,0.43068,0.43098
0.4293,0.4306,0.43068,0.43098
0.4293,0.4306,0.43071,0.43083
0.4293,0.4305,0.43071,0.43083
0.4293,0.4304,0.43071,0.43083
0.4293,0.4304,0.43071,0.43119
0.4292,0.4304,0.43071,0.43119
0.4292,0.4305,0.43071,0.43119
0.4292,0.4305,0.43068,0.43119
0.4292,0.4306,0.43068,0.43119
0.4292,0.4304,0.43068,0.43119
0.4292,0.4303,0.43068,0.43119
0.4292,0.4303,0.43068,0.43119
0.4292,0.4304,0.43068,0.43119
0.4292,0.4304,0.43068,0.43119
0.4292,0.4304,0.43068,0.43119
0.4292,0.4303,0.43068,0.43119
0.4292,0.4303,0.43068,0.43119
0.4292,0.4303,0.43068,0.43107
0.4292,0.4303,0.43068,0.43107
0.4293,0.4306,0.43068,0.43107
0.4293,0.4304,0.43068,0.43107
0.4294,0.4304,0.43068,0.43107
0.4294,0.4304,0.43068,0.43075
0.4294,0.4304,0.43068,0.43075
0.4294,0.4304,0.43068,0.43075
0.4294,0.4304,0.43068,0.43075
0.4294,0.4304,0.43068,0.43075
0.4294,0.4304,0.43068,0.43075
0.4294,0.4304,0.43068,0.43075
0.4293,0.4304,0.43068,0.43075
0.4293,0.4303,0.43068,0.43075
0.4293,0.4303,0.43068,0.43075
0.4293,0.4303,0.42981,0.43075
0.4293,0.4304,0.42981,0.43075
0.4293,0.4305,0.42981,0.43075
0.4293,0.4303,0.42981,0.43075
0.429,0.4305,0.42981,0.43075
0.429,0.4302,0.42981,0.43075
0.4291,0.4302,0.42981,0.43075
0.4289,0.4305,0.42981,0.43075
0.4284,0.4305,0.42981,0.43075
0.4284,0.4301,0.42981,0.43075
0.429,0.4301,0.42981,0.43075
0.4287,0.4305,0.42981,0.43075
0.4284,0.4302,0.42981,0.43075
0.4291,0.4302,0.42981,0.43075
0.4291,0.4302,0.43051,0.43054
0.4291,0.4301,0.43051,0.43054
0.4287,0.4301,0.43051,0.43054
0.429,0.4301,0.43051,0.43054
0.429,0.4301,0.43051,0.43054
0.429,0.4301,0.43037,0.43054
0.429,0.43,0.43037,0.43054
0.4286,0.4303,0.43037,0.43054
0.4286,0.4299,0.43037,0.43054
0.4289,0.4299,0.43037,0.43054
0.4288,0.4299,0.43037,0.43054
0.4288,0.4299,0.43016,0.43038
0.4288,0.4298,0.43016,0.43038
0.4277,0.4299,0.43016,0.43038
0.4287,0.4299,0.43016,0.43038
0.4287,0.4302,0.43016,0.43038
0.4287,0.43,0.43016,0.43038
0.4282,0.43,0.43016,0.43038
0.4284,0.43,0.43016,0.43038
0.4284,0.4296,0.43016,0.43038
0.4285,0.43,0.43016,0.43038
0.4285,0.43,0.43016,0.43017
0.4285,0.4297,0.43016,0.43017
0.4285,0.4297,0.43016,0.43017
0.4285,0.4297,0.43005,0.43006
0.4285,0.4296,0.43005,0.43006
0.4285,0.4295,0.43005,0.43006
0.4284,0.4295,0.43005,0.43006
0.4284,0.4295,0.43005,0.43006
0.4284,0.4296,0.43005,0.43006
0.4283,0.4298,0.43005,0.43006
0.4283,0.4295,0.43005,0.43006
0.4283,0.4295,0.43005,0.43006
0.4283,0.4296,0.43005,0.43006
0.4283,0.4295,0.43005,0.43006
0.4283,0.4295,0.42976,0.42984
0.4283,0.4295,0.42976,0.42977
0.4283,0.4295,0.42976,0.42977
0.4283,0.4294,0.42976,0.42977
0.4283,0.4294,0.42976,0.42977
0.4283,0.4294,0.42976,0.42977
0.4283,0.4294,0.42976,0.42977
0.4283,0.4294,0.42976,0.42977
0.4283,0.4296,0.42976,0.42977
0.4283,0.4296,0.42976,0.42977
0.4283,0.4295,0.42976,0.42977
0.4283,0.4295,0.42976,0.42986
0.4283,0.4295,0.42976,0.42977
0.4283,0.4295,0.42976,0.42977
0.4283,0.4295,0.42976,0.42977
0.4283,0.4295,0.42976,0.42977
0.4277,0.4294,0.42976,0.42977
0.4279,0.4294,0.42976,0.42977
0.428,0.4294,0.42976,0.42977
0.428,0.4294,0.42956,0.42977
0.428,0.4293,0.42956,0.42977
0.428,0.4294,0.42956,0.42977
0.428,0.4293,0.42956,0.42977
0.428,0.4293,0.42961,0.42966
0.428,0.4294,0.42961,0.42966
0.428,0.4293,0.42961,0.42966
0.428,0.4294,0.42961,0.42966
0.428,0.4294,0.42961,0.42966
0.4283,0.4294,0.42961,0.42966
0.4284,0.4294,0.42961,0.42966
0.4284,0.4295,0.42961,0.42966
0.4284,0.4295,0.42961,0.42966
0.4284,0.4295,0.42961,0.42975
0.4284,0.4295,0.42961,0.42975
0.4284,0.4295,0.42961,0.42975
0.4284,0.4295,0.42961,0.42975
0.4284,0.4295,0.42956,0.42975
0.4285,0.4295,0.42956,0.42975
0.4284,0.4295,0.42956,0.42975
0.4285,0.4295,0.42956,0.42975
0.4285,0.4295,0.42972,0.42975
0.4285,0.4295,0.42972,0.42984
0.4284,0.4295,0.42972,0.42984
0.4284,0.4295,0.42972,0.42976
0.4284,0.4295,0.42972,0.42976
0.4284,0.4295,0.42972,0.42976
0.4284,0.4295,0.42972,0.42976
0.4284,0.4295,0.42972,0.42976
0.4285,0.4297,0.42972,0.42976
0.4285,0.4296,0.42972,0.42976
0.4286,0.4296,0.42972,0.42976
0.4285,0.4296,0.42972,0.42976
0.4285,0.4296,0.42972,0.42994
0.4287,0.4297,0.42972,0.42994
0.4287,0.4297,0.42972,0.42994
0.4287,0.4297,0.42972,0.43014
0.4287,0.4297,0.42972,0.43014
0.4287,0.4297,0.42996,0.43014
0.4288,0.4299,0.42996,0.43014
0.4288,0.4299,0.42996,0.43014
0.4284,0.4299,0.42996,0.43014
0.4286,0.4299,0.42996,0.43014
0.4286,0.4297,0.42996,0.43014
0.4286,0.4297,0.42997,0.43014
0.4285,0.4299,0.42997,0.43014
0.4285,0.4296,0.42997,0.43014
0.4279,0.4298,0.42997,0.43014
0.4284,0.4298,0.42997,0.43014
0.4284,0.4294,0.42997,0.43014
0.4284,0.4294,0.42997,0.43023
0.4283,0.4294,0.42997,0.43023
0.4283,0.4294,0.4293,0.42998
0.4283,0.4293,0.4293,0.42998
0.4283,0.4293,0.42971,0.42976
0.4283,0.4293,0.42971,0.42976
0.4284,0.4296,0.42971,0.42976
0.4284,0.4295,0.42971,0.42976
0.4284,0.4295,0.42971,0.42982
0.4284,0.4295,0.42971,0.42982
0.4284,0.4295,0.42971,0.42982
0.4284,0.4295,0.42971,0.42991
0.4286,0.4296,0.42971,0.42991
0.4286,0.4296,0.42971,0.42991
0.4286,0.4296,0.42971,0.42991
0.4286,0.4296,0.42971,0.42991
0.4286,0.4296,0.42971,0.42991
0.4286,0.4296,0.42971,0.42983
0.4286,0.4296,0.42971,0.42983
0.4286,0.4296,0.42972,0.42983
0.4286,0.4296,0.42972,0.42983
0.4286,0.4296,0.42972,0.42983
0.4286,0.4296,0.42972,0.42983
0.4286,0.4296,0.42972,0.42983
0.4286,0.4296,0.42972,0.42983
0.4286,0.4296,0.42972,0.42983
0.4287,0.4296,0.42972,0.42983
0.4286,0.4298,0.42972,0.42983
0.4288,0.4298,0.42972,0.42983
0.4288,0.4298,0.42982,0.43013
0.4287,0.4298,0.42982,0.43013
0.4287,0.4298,0.4299,0.43013
0.4287,0.4298,0.4299,0.43013
0.4287,0.4298,0.4299,0.43013
0.4286,0.4298,0.4299,0.43013
0.4286,0.4296,0.4299,0.43013
0.4286,0.4296,0.42972,0.43013
0.4286,0.4296,0.42982,0.42983
0.4286,0.4296,0.42982,0.42992
0.4286,0.4296,0.42982,0.42983
0.4286,0.4296,0.42982,0.42983
0.4286,0.4296,0.42982,0.42993
0.4286,0.4296,0.42982,0.42993
0.4286,0.4296,0.42982,0.42993
0.4286,0.4296,0.42982,0.42993
0.4286,0.4295,0.42982,0.42993
0.4286,0.4295,0.42972,0.42984
0.4286,0.4295,0.42972,0.42984
0.4286,0.4295,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4286,0.4296,0.42972,0.42993
0.4278,0.4298,0.42972,0.42993
0.4281,0.4298,0.42972,0.42993
0.4283,0.4298,0.42972,0.42993
0.4283,0.4294,0.42972,0.42993
0.4286,0.4294,0.42972,0.42993
0.4286,0.4294,0.42972,0.42973
0.4286,0.4294,0.42972,0.42973
0.4286,0.4296,0.42972,0.42973
0.4286,0.4296,0.42972,0.42973
0.4282,0.4296,0.42972,0.42973
0.4279,0.4301,0.42972,0.42973
0.4279,0.4299,0.42972,0.42973
0.4284,0.4299,0.42972,0.42973
0.4287,0.4299,0.42972,0.42973
0.4287,0.4297,0.42972,0.42973
0.4287,0.4297,0.42972,0.43003
0.4287,0.4297,0.42976,0.43003
0.4287,0.4297,0.42976,0.43003
0.4287,0.4297,0.42972,0.43003
0.4282,0.4297,0.42972,0.43003
0.4286,0.4297,0.42972,0.43003
0.4286,0.4296,0.42972,0.43003
0.4286,0.4296,0.42986,0.42994
0.4286,0.4297,0.42986,0.42994
0.4286,0.4297,0.42986,0.42995
0.4286,0.4297,0.42977,0.42986
0.4286,0.4296,0.42977,0.42986
0.4286,0.4295,0.42977,0.42986
0.4286,0.4295,0.42977,0.42986
0.4286,0.4295,0.42977,0.42986
0.4286,0.4295,0.42977,0.42986
0.4286,0.4295,0.42977,0.4301
0.4286,0.4295,0.42977,0.42986
0.4286,0.4295,0.42977,0.42986
0.4286,0.4295,0.42977,0.4301
0.4277,0.4295,0.42977,0.4301
0.4281,0.4295,0.42977,0.4301
0.4283,0.4295,0.42977,0.4301
0.4278,0.4295,0.42977,0.4301
0.4282,0.4295,0.42977,0.4301
0.4286,0.4295,0.42977,0.4301
0.4286,0.4295,0.42972,0.4301
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4286,0.4295,0.42972,0.42976
0.4277,0.4295,0.42972,0.42976
0.4283,0.4295,0.42972,0.42976
0.4281,0.4297,0.42972,0.42976
0.4286,0.4297,0.42972,0.42976
0.4286,0.4294,0.42972,0.42976
0.4286,0.4294,0.42972,0.42976
0.4286,0.4294,0.42972,0.42976
0.4286,0.4294,0.42972,0.42976
0.4282,0.4296,0.42972,0.42976
0.4282,0.4293,0.42972,0.42976
0.4282,0.4293,0.42907,0.42973
0.4271,0.4333,0.42907,0.42973
0.4278,0.4333,0.42907,0.42973
0.4278,0.4297,0.42907,0.42973
0.4278,0.429,0.42907,0.42973
0.4279,0.429,0.42907,0.42973
0.4279,0.4295,0.42907,0.42973
0.4279,0.4295,0.42907,0.42934
0.4279,0.4291,0.42907,0.42934
0.4279,0.4291,0.42932,0.42934
0.4278,0.4291,0.42932,0.42934
0.4278,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4291,0.42932,0.42934
0.4279,0.4292,0.42932,0.42934
0.4279,0.4289,0.42932,0.42934
0.4279,0.4289,0.42933,0.42934
0.4279,0.4289,0.42933,0.42934
0.4278,0.4295,0.42933,0.42934
0.4278,0.4291,0.42933,0.42934
0.4278,0.4288,0.42933,0.42934
0.4278,0.4288,0.42919,0.42934
0.4278,0.429,0.42919,0.42934
0.4278,0.4286,0.42919,0.42934
0.4278,0.4286,0.42908,0.42923
0.4278,0.4286,0.42908,0.42913
0.4278,0.4286,0.42908,0.42913
0.4278,0.4288,0.42908,0.42913
0.4278,0.4288,0.4289,0.42914
0.4278,0.4288,0.42899,0.42914
0.4278,0.4288,0.42899,0.42914
0.4278,0.4288,0.42899,0.42914
0.4278,0.4289,0.42899,0.42914
0.4278,0.4289,0.42899,0.42914
0.4278,0.4289,0.42899,0.42928
0.4279,0.4289,0.42899,0.42928
0.4279,0.429,0.42899,0.42928
0.4279,0.4289,0.42899,0.42928
0.4279,0.4292,0.42899,0.42928
0.4278,0.429,0.42899,0.42928
0.428,0.429,0.42899,0.42928
0.428,0.429,0.42904,0.42945
0.428,0.429,0.42926,0.42937
0.4279,0.429,0.42926,0.42937
0.4279,0.429,0.42926,0.42937
0.4278,0.429,0.42926,0.42937
0.4278,0.429,0.42926,0.42928
0.4278,0.4291,0.42926,0.42928
0.4278,0.429,0.42926,0.42928
0.4278,0.429,0.42926,0.42928
0.4278,0.429,0.42926,0.42927
0.4278,0.429,0.42926,0.42927
0.428,0.429,0.42926,0.42927
0.428,0.429,0.42926,0.42927
0.428,0.429,0.42926,0.42927
0.428,0.4291,0.42926,0.42927
0.428,0.4291,0.42926,0.42936
0.428,0.4301,0.42926,0.42936
0.428,0.4294,0.42926,0.42936
0.428,0.4293,0.42926,0.42936
0.428,0.4296,0.42926,0.42936
0.428,0.4296,0.42926,0.42957
0.428,0.4294,0.42926,0.42957
0.428,0.4293,0.42926,0.42957
0.428,0.4294,0.42926,0.42957
0.4278,0.4294,0.42926,0.42957
0.4281,0.4294,0.42926,0.42957
0.4281,0.4293,0.42926,0.42957
0.4281,0.4293,0.42956,0.42967
0.4281,0.4293,0.42957,0.42967
0.4278,0.4294,0.42957,0.42967
0.428,0.4294,0.42957,0.42967
0.4278,0.4293,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4281,0.4294,0.42957,0.42967
